fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.17209696099997587,-0.08176990080831344,0.2132802017909171,2.8213491694600115,-0.035355000359077036,0.5699315768602506,0.7445650346214291,2.3315120146481796,-1.2469212810674295,-0.3491842573077406,-1.3931524599299125,6.0
-0.6575011275547077,0.2158956318257421,0.048001121279579305,-0.944765273129346,0.14774707921666608,-1.2530186615443908,-0.14968462420743,-0.009154171641991836,0.7400286396601014,0.001341846559310476,-0.8242756777407458,6.0
1.475751100157335,0.017451943403038586,0.5438383628135937,0.10028218999754376,0.19352259911060185,-0.31214111914199527,-0.9733356257603265,0.35866480048929167,0.47510198356309685,-0.4368157832745035,-0.3366670072928885,6.0
0.40912498630131416,-0.4786572776537213,-0.11727795923175896,0.4157682166018878,0.5597267582620875,0.6875412696605501,1.1210912067598962,0.525855242367185,0.011480335393340427,-0.7873418871415545,-0.49920323077550716,6.0
0.40912498630131416,-0.4786572776537213,-0.11727795923175896,0.4157682166018878,0.5597267582620875,0.6875412696605501,1.1210912067598962,0.525855242367185,0.011480335393340427,-0.7873418871415545,-0.49920323077550716,6.0
1.475751100157335,0.017451943403038586,0.5438383628135937,0.10028218999754376,0.19352259911060185,-0.31214111914199527,-0.9733356257603265,0.35866480048929167,0.47510198356309685,-0.4368157832745035,-0.3366670072928885,6.0
-0.7760151402053762,0.41433932024844616,-1.4395106033224638,0.12000006666031521,-0.035355000359077036,-0.31214111914199527,-0.05555308117281325,0.29178862373814923,-0.05475132863090923,-0.1739212053742153,-0.7430075659994365,6.0
0.17209696099997587,-0.08176990080831344,0.2132802017909171,2.8213491694600115,-0.035355000359077036,0.5699315768602506,0.7445650346214291,2.3315120146481796,-1.2469212810674295,-0.3491842573077406,-1.3931524599299125,6.0
-0.6575011275547077,0.2158956318257421,0.048001121279579305,-0.944765273129346,0.14774707921666608,-1.2530186615443908,-0.14968462420743,-0.009154171641991836,0.7400286396601014,0.001341846559310476,-0.8242756777407458,6.0
1.475751100157335,-0.5778791218650733,0.7917569835806005,-0.9644831497921176,-0.0811305202530125,-0.4297508119422947,-0.22028328148339255,-0.07603034839317141,0.21017532746609527,-0.3491842573077406,0.3947459983788982,6.0
1.475751100157335,-0.08176990080831344,0.6264779030692623,-0.9743420881235033,-0.5846612390863057,-1.42943320074484,-1.7734537415545688,-1.0791729996604196,-1.3131529450916792,0.6147625283266507,1.2074271157919942,5.0
2.06832116341068,-0.4786572776537213,0.5438383628135937,-0.4321004798972869,-0.4931101992984342,-1.0766041223439415,-0.6909409966564762,0.22491244698700677,-0.3196779847279137,0.35186795042636204,-0.6617394542581272,5.0
1.2387230748559976,-0.9747664987104812,0.2959197420465862,-1.023636779780432,-0.26423259982875563,-1.1354089687440914,-1.4910591124507186,-0.6779159391535278,-0.05475132863090923,1.22818321009399,0.23220977489627956,5.0
-0.30195908960270074,-1.1732101871331848,0.5438383628135937,-0.9644831497921176,-0.0811305202530125,0.7463461160606998,0.10917711913776605,-0.9454206461581347,2.3295885762421285,0.26423642445959916,1.5324995627572329,7.0
1.7127791254586744,1.4065577623619654,2.3619082484383127,2.535439957849825,-0.26423259982875563,0.3347121912596517,0.7916308061387375,2.06400730764361,-1.3793846091159316,1.5787093139610415,-0.6617394542581272,5.0
-0.30195908960270074,-1.0739883429218329,0.37855928230225533,-0.9644831497921176,-0.6304367589802415,-0.4297508119422947,-0.6203423393805138,-0.8785444694069923,0.40887031953884717,0.5271310023598879,0.7198184453441369,7.0
-0.6575011275547077,2.001888827630077,-2.4311850863904927,-1.0433546564432035,0.01042051953485874,-0.31214111914199527,-0.9262698542430181,-0.41041123214892083,0.34263865551459755,-1.137867991008606,-0.7430075659994365,6.0
-0.7760151402053762,3.7878820234344124,1.2049546848589456,-1.023636779780432,-0.7677633186620488,-0.370945965542145,-1.4910591124507186,-1.6141824136696337,0.9387236317328562,-0.8749734131083174,1.8575720097224715,8.0
0.6461530116026525,0.6127830086711502,0.7091174433249314,-1.0433546564432035,-0.5846612390863057,-1.0766041223439415,0.7680979203800833,-0.7782302042802415,-0.45214131277641595,0.35186795042636204,0.6385503336028275,6.0
-0.4204731022533693,0.3151174760370941,-1.6047896838338018,0.21858944997417273,-0.0811305202530125,-0.07692173354139635,-0.1261517384487758,0.49241715399161373,0.21017532746609527,0.08897337252607336,-0.8242756777407458,5.0
-0.7760151402053762,3.7878820234344124,1.2049546848589456,-1.023636779780432,-0.7677633186620488,-0.370945965542145,-1.4910591124507186,-1.6141824136696337,0.9387236317328562,-0.8749734131083174,1.8575720097224715,8.0
-0.538987114904038,0.3151174760370941,0.37855928230225533,-0.6884328765133165,-0.3557836396166272,-0.9589944295436422,-0.8556711969670556,-0.9454206461581347,-0.12098299265516183,-1.225499516975369,0.3947459983788982,7.0
-0.06493106430136242,-0.18099174501966547,0.7091174433249314,-0.9250473964665745,0.14774707921666608,0.3347121912596517,-0.3850134817939719,-0.34353505539777834,1.8659669280723719,-0.08628967940745241,-0.011594560327649826,8.0
0.8831810369039897,3.8871038676457643,-1.6047896838338018,-0.9644831497921176,1.2921350765650599,-0.6061653511427438,0.6974992631041207,-0.10946843676874264,-0.9157629609461754,0.17660489849283625,-0.9868119012233645,5.0
-0.30195908960270074,-0.08176990080831344,0.6264779030692623,-1.0039189031176607,0.2850736388984734,-1.1354089687440914,0.08564423337911187,0.35866480048929167,1.5348086079511147,-0.1739212053742153,-0.41793511903419783,6.0
0.17209696099997587,-0.2802135892310175,-0.11727795923175896,0.5143575999157454,0.01042051953485874,1.2167848872618976,2.5095314665204933,0.49241715399161373,0.40887031953884717,0.08897337252607336,-0.09286267206895914,6.0
0.05358294834930726,-0.3794354334423695,0.13064066153524798,-1.0630725331059752,0.2850736388984734,-0.01811688714124663,0.1797757764137286,-0.34353505539777834,1.7335036000238697,-0.4368157832745035,-0.41793511903419783,6.0
0.17209696099997587,0.017451943403038586,0.4611988225579245,0.4552039699274307,0.23929811900453732,-0.1945314263416958,0.06211134762045768,0.6930456842450411,1.2698819518541102,0.35186795042636204,-0.011594560327649826,6.0
0.6461530116026525,-0.08176990080831344,1.2049546848589456,-1.0433546564432035,0.05619603942879452,-1.0766041223439415,-0.14968462420743,-0.8785444694069923,0.011480335393340427,0.001341846559310476,0.8823546688267555,6.0
0.40912498630131416,0.41433932024844616,0.2132802017909171,-0.8658937664782601,-0.5846612390863057,0.09949280565905282,-0.5732765678632054,-1.1460491764115621,-0.5846046408249183,1.9292354178280922,1.4512314510159237,7.0
1.9498071507600114,-0.3794354334423695,0.4611988225579245,0.7904078731945464,-0.0811305202530125,-0.9001895831434925,0.08564423337911187,1.1277408331275043,0.07771199941759302,0.35186795042636204,-0.41793511903419783,6.0
1.7127791254586744,-1.3716538755558887,0.048001121279579305,-1.0433546564432035,-0.17268156004088406,-1.664652586345439,-2.149979913693036,-0.20978270189549345,1.8659669280723719,-0.7873418871415545,-0.2553988955515792,6.0
0.6461530116026525,-0.2802135892310175,0.2132802017909171,-0.8560348281468744,0.19352259911060185,-0.2533362727418455,-0.902736968484364,-0.6779159391535278,0.011480335393340427,-0.4368157832745035,0.23220977489627956,6.0
